,text,topic
1542,"Now that we are a decade removed from the fall of the Soviet Empire, it is a wonderful to look back and read a fabulous primary source about the events. Remnick, the Moscow correspondant for The Washington Post, during the late 80's and early 90's (and since the editor of the New Yorker, which was a well deserved honor for a fabulous journalist, if I may say so myself) was right on the scene when the incredible collapse of Communism took place. He interviewed hundreds, if not thousands, of people who had lived through the Soviet regime and who played some role, regarldless of how small and seemingly insignificant, in the transformation of the nation, and this research paid huge dividends. He combines all these personal stories into one great book that explains and analyzes why and how this happened. It is very well written, and while being comprehensive remains comprehensible. It is a wonderful book and anyone who is interested in Russia (or would like to become so), likes history in general, or enjoys good semi-academic writing this book is for you.",book
1543,"After seventy-four years, the Soviet Union, a decrepit gerontocrat like its former pilots, Yuri Andropov and Konstantin Chernenko, shuffled off its mortal coil. Journalist David Remnick, who spent four years in Moscow, compiled a series of thematic events into Lenin's Tomb, and explained how glasnost, initiated in small doses by Mikhail S. Gorbachev, became GLASNOST that proved too potent for the dilapidated Soviet state, and in the end, the Marxist-Leninist foundation on which the State had been build. An overdose of GLASNOST gave the Soviet Union a fatal political cardiac arrest.However, in his indicting assessment, he notes how the Party and the Soviet Union, like Lenin's mummified husk, was politically, spiritually, and economically bankrupt. ""The Soviet Union was an old tyrant slouched in the corner with cataracts and gallstones, his muscles gone slack. He wore plastic shoes and a shiny suit that stank of sweat. He hogged all the food and fouled his pants. Mornings, his tongue was coated with the ash-taste of age. ... The state was senile but still dangerous enough."" Nice analogy, huh?Remnick further identifies the cause of that decay with the Party and its failure to keep the promises of socialism to the ordinary Soviets: ""The men of the Communist Party, the leaders of the KGB and the military and the millions of provincial functionaries who had grown up on a falsified history, could not bear the truth. Not because they didn't believe it. They knew the facts of the past better than anyone else. But the truth challenged their existence, their comfort and privileges. Their right to a decent office, a cut of meat, the month of vacation in the Crimea--it all depended on a colossal social deception, on the forced ignorance of 280 million people. ... When history was no longer and instrument of the Party, the Party was doomed to failure. For history proved precisely that: that the Party was rotten to the core."" And once ordinary Soviets realized they had been lied to, that the socialist utopia was a pipe dream, they wanted the riches and luxuries that only a capitalist system could provide. In short, the Party was over.Gorbachev was willing to give the Soviet people an inch, i.e. glasnost. As the caretaker of History, he was willing to demonize Stalin but not Lenin. Denouncing Lenin would mean denouncing Marx and Communism, and flat out telling the Soviet people that they had lived a lie for seventy-four years. Instead, the Soviet people took their miles, GLASNOST, and ran with it to many finish line; for the Russians, it would be the demonstration in front of the parliament building on 20-21 August 1991.Glasnost had thus led to GLASNOST. The influx of information and culture from the West, formerly forbidden books, had led to the ghosts of the past rising up again, be they formerly independent republics absorbed by Russia, or institutions that had been partially banned, such as the church.Glasnost also revealed the failings of the system, and this was most painfully apparent with the Chernobyl tragedy 26 April 1986. Chernobyl was the epitomy of many things. One, it symbolized ""every curse of the Soviet system, the decay and arrogance, the willful ignorance and self-deception."" Two, ""Chernobyl was not like the Communist system. They were one in the same. ... The system ate into our bones the same way the radiation did, and the powers that be--or the powers that were--did everything they could to cover it all up, to wish it all away""According to Remnick, Gorbachev introduced glasnost and perestroika as a bandage, albeit a piffling one, to the Soviet Union, and he should be credited for that courageous act in face of the opposition he faced. However, he was outshadowed by Andrei Sakharov and Boris Yeltsin, who advocated what the people really wanted, GLASNOST and PERESTROIKA, i.e. open heart surgery. They and the Soviet peoples took GLASNOST to its logical conclusion, chucking the Soviet Union's bones into the dustbins of History.This is a well-detailed critical book that explores the whys and hows of the Soviet Union's collapse, and more interesting for those like me who witnessed the Gorbachev era.",book
1544,I bought this when it was originally published but it got lost in the shuffle of other quotidian matters. Picked it up last week and couldn't put it down. I thought it would be dated but it was a mesmerizing read. The definitive account of the fall of the USSR. Emotionally engaging as well as hard-nose reporting. Still works after all these years..............Five stars is not high enough.,book
1545,"Well-deserved pulitzer prize winner, exposed me to a lot of new thinking about the soviet system (I'm admittedtly nothing close to a russian history scholar), and it captures the excitement of the '89-'91 period of revolution. Very insightful.",book
1546,"great book with lots of great anecdotes and small, personal biographies of those power capitalists who entered the Russian business scene as the communist era turned its last page.",book
1547,"a very informative, objective, and passionate work. it will walk you thru the fall of the communist empire from the beginning to the end. highly recommend",book
1548,"This is a very revealing and perhaps most revealing account of the last days of the Soviet Union put forth in a concise manner for the reader. It is smooth flowing, vivid in its descriptions and captured the mood at the time in such an authentic way. The reliance on interviews gives a lot of credibility to the narration and the portrayal of the character in the the situations they found themselves in. The society as a whole is bared for he reader to understand and the system's shortcomings are exposed. I read The Union Muzhik the other day and from it, understand the hopes of Perestroika and Glasnost that the demise of the Soviet Union failed to bring to the people.",book
1549,"Here in Brazil, I read this good book. This book has great things:1- This book shows how Lenin was even more violent than Stalin. As an example of this fact, on page 45 there's a sentence from Molotov: ""Compared to Lenin, Stalin was a lamb"".2- Modern Anti-Semithism in Russia has correct cover in this book.3- Gulag's times and purges are well covered in this book. This book clearly shows that Lenin and Trotsky invented the concentration camps on page 300.4- Person being Stalinists in 1980 and 1990 decades are remembered in this book.5- Gorbachev's failures and qualities are well covered in this book.6- Terrible standard of living in former Sovie Union is well covered in this book. They lived worse than some Afrikan countries.7- The links of Russian orthodox and politics are well covered in this book. See page 427, as an example.8- The doomed communist coup of 1991 is well covered.Some problems in this book:1- This book uses the word Right and reactionaries instead of Left and Marxists.2- About the Soviet economic collapse between 1989 and 1991, there's informations, but not enough.",book
1550,"Remnick tells a good story (or, more accurately, a series of short, personalized stories) of the last days of the Soviet Empire. I was looking for insights ... and they are there ... buried under much narrative. He receives rave reviews and gives a good, first-hand, eye-witness account of 'what' happened. But I struggled to find out 'why' it happened and as such, I struggled to finish the book.",book
1551,"Lenin's Tomb by David Remnick chronicles the point at which the rot at the center of the Soviet system became more powerful than the Communist Party's iron fist. Remnick is a storyteller telling the story of a riveting period in history. As he writes, &quot;To live anywhere between Bonn and Moscow in 1989 was to be witness to a year-long polical fantasy. You had the feeling you could run into history on the way to the bank or the seashore.&quot; Lucky for us, Remnick spent 1989 (as well as the years before and after) in Moscow.",book
1552,"Wow. I wanted to buy a noteworthy book that was definitive re: old USSR. I looked to award winning books on the subject and then, as always, checked with Amazonian's ratings. Before I started the book I assumed I would read some, scan some and re-educate myself on the subject. It was GREAT READING. A book that describes despair, fear and degradation of an entire nation of people. One asks onself, again and again throughout history, what conditions of the mind must exist that have throughout time enabled those in power to justify the destruction of the human spirit. Of course that begs the question as to how those STAY in power for decades on end. Author Remnick writes wonderfully and easily of tough experiences and yet they are not so horrific when laid on the page by this author, rather this book does read like a novel and thus it is easlily digested and hard to stop reading. Fascinating stuff which includes how the book itself was researched and written. Read this book, you won't be sorry. I would love to find another non-fictional account on any subject matter that rivals this. I'd love to know if there are any good suggestions.",book
1553,This book is flat awesome. I read it three times. It stands as a classic. I hope it never goes out of print. Anyone... I mean ANYONE... who is interested in the fall of the Soviet Union... this is required reading. This book absolutely deserved the Pulitzer. Very very well done.,book
1554,"Just a quick note, I really enjoyed this book. I was an adult when the Soviet Union fell, but I was very ignorant of what was really going on. Remnick's incisive portraits of the people on both sides of the fall of Communism bring the era to life.",book
1555,"The ironically titled Lenin's Tomb is a stunning piece of reportage about the circumstances leading up to the destruction of the Soviet Union. It was written by a reporter who was in the middle of the crisis as it reached its apex, and has a lived-in immediacy to it that sets it apart from other researched works on the topic. It succeeds on numerous levels, as journalism, as accessible history lesson, as a devastating portrait of a massive and failing country, as a treatise on 1980's European politics, and as an honest character study on the big names in Soviet government, their desires and intentions, and how those were never humanely transposed to the public which led to massive protest and a stunning moment in world history. Remnick tells the story circuitously, devoting whole chapters to different injustices or portraits of Communism's failures throughout the country, be it in starvation in a collectivized farm, corruption with the KGB in Lubyanka, or miserable working conditions in a coal mine in the Urals. These pieces of governmental incompetence grow and grow, culminating in murder, Chernobyl, apathy mixed with anger, and a renunciation of perestroika and Gorbachev within the Politburo. It is an incredibly complex story beautifully told by a brilliant reporter who knows the topic inside and out. Attention to detail is great here as well; Moscow, a far away city going through unbelievable upheaval, comes alive here. My only complaint is that the book got a little dry in the end, but for what you learn up to that point it is highly recommended for anyone interested in the subject.",book
1556,"Remnick's book is easily the most graphic and accurate account in English of the Gorbachev years between 1985 and 1991. It is unlikely to be surpassed. I judge his accuracy from his account of the August 1991 putsch, which is excellent given the information that was available. As the renegade agent that triggered the June 'constitutional coup', KGB Chief Kryuchkov's August 6th decision to draft coup documents AND the August 14th decision to again start drafting the documents, I have referred to Remnick in my research on the coup and the events that lead up to it. Suffice it to say that Kryuchkov's final decision on August 14th was triggered by the Bulgarian President, who fired the two KGB appointees at the head of his intelligence service, at my instigation. I had disclosed to him some intelligence secrets that compromised both the KGB and the British MI6, and proved that his intelligence chiefs were communist puppets, which was hardly surprising since Presidents Bush and Gorbachev had agreed to leave Bulgaria in the Soviet sphere of interest at Malta in June 1989. Like a lot of people in Bulgaria, I disagreed with that decision. One of the best ways of judging the accuracy of a book like Remnick's is to see how the information given in the book dovetails with the secret stuff, and his book does so nicely.",book
1557,"A great fresco of the dramatic death of the communist URSS. The author lived as a correspondant in moscow for many years during the final years of the cold war and describes the tragic living conditions of the common people, the corrupt style of living of the burocrats, the disgusting privileges of the elites. An enclosed empire founded on corruption, lies, violence and misery where the dream of a better life for the masses promised by the communist leaders in the decades only became a rotten shell of deception and misery. The author interviewed hundreds of people of any social class, from the miners in the urals to Mr. Gorbachev, from Yeltsin to the moscow houseviwes, including scientists, artists, poets, smart people confined to the edges of the empire because of their open mindedness and acumen. This book is another important tragic witness of a wrecked dream, a tale told by hundreds of different voices that all tell thesame story of treachery and indecency, corruption and stupidity. A great history book that I highly recommend and that clearly helps us to understand why now Urss is governed like an authocracy by an ex kgb officer. Great book.",book
1558,"This book is a fascinating exploration of the last days of the Soviet Union, providing a background of the broad mix of events and people involved both before, during and after the Gorbachev era. It maps the mindset and events during this dramatic change. It is told with a direct, personal style that I found gripping, and that gives a very good sense of the societal changes and impacts. I highly recommend it.",book
1559,"David Remnick writes in his book, ""Once the regime eased up enough to permit a full-scale examination of the Soviet past, radical change was inevitable. Once the System showed itself for what it was and had been, it was doomed.""Gorbachev's perestroika and glasnost reforms opened Pandora's Box of freedom. Once the people experiences freedoms, they wanted more. Without a tyrant in control anymore, like Gorbachev's predecessors, nothing could hold the Soviet Empire together anymore.I highly recommend this book. I also recommend ""The Cold War: A New History"" by John Lewis Gaddis,"" ""Reagan and Gorbachev: How the Cold War Ended"" by Jack Matlock (Reagan's top advisor and ambassador to USSR), ""America, Russia, and the Cold War, 1945-2002"" by Walter LaFeber and ""The Cold War: The United States and the Soviet Union, 1917-1991"" by Ronald Powaski. Also read Ronald Reagan's autobiography ""An American Life."" Reagan himself debunks the false claim that he destroyed the USSR. In fact, he and Gorbachev became friends and peacefully ended the cold war a few years before Gorbachev fell from power. Reagan wrote that he was concerned that his friend Gorbachev might be harmed by Soviet hardliners in a coup. He turned out to be right.A coup was staged, but it failed. That's when the unraveling accelerated.",book
1560,"Back before all news came filtered through a television lens, hard working men and women travelled to remote locations and put themselves in harm's way to write eyewitness accounts of history for newspaper and magazine readers. This fascinating book is full of such accounts, from William Shirer's account of the 1938 Munich Conference (including his brush with a swaggering Hitler) to fascinating reports of the fall of Paris by A. J. Liebling and Virginia Cowles, to Edward R. Murrow's descriptions of war-torn but defiant London to Ernie Pyle's moving tales of soldiers in the trenches of Africa and Sicily. This book offers a unique glimpse into World War II by the people who were there, who lived through the extraordinary as well as the ordinary moments of that war. Included in this volume are incredible snapshots of the American homefront, including a report from a Japanese internment camps, as well as a &quot;report on mass murder&quot; in German concerntration camps by Ed Murrow in 1942, long before most Americans had any idea of the true horror of the holocaust. This volume explores all aspects of the war, and, as such, is an incredible historical document as well as a fascinating read. Highly recommended!",book
1561,"I am so glad the Library of America put together these volumes of reporting from the Second World War. Sadly, all those who were living during those years are leaving us all to rapidly. Certainly, the living knowledge of the events and times is fading fast. While we value the books great authors give us, we should treasure even more the writing given us at the time. In volume one we have reporting from great journalists starting in 1938 Shirer's article on the Munich conference that gave Germany the Sudetenland.We get to follow the rise of Anti-Semitism in Germany with Kristallnacht, the fall of Poland and Paris. The London Blitz is covered by Edward R. Murrow and more and more. The United States doe not even enter the war until page 241 with the Herald Tribune's reporting of Roosevelt's ""War Message"".The reporting also takes us into the Pacific and gets us down with those doing the actual work of the war including Annalee Jacoby's account of nurses under fire in Bataan. We get early reporting on the Japanese Internment camps and the Holocaust with the NY Times reporting in 1942 that one million Jews reported slain.There is a section of fine photos of the reporters included and others in the text including some aerial shots from a bomber's point of view. This first volume ends with the Mountain Campaign in Italy in 1944. The volume also supplies a short, but full chronology of the war, some excellent maps, biographies of the journalists, acknowledgements, notes on the texts, and a glossary of military terms.A superb job.",book
1562,"You can read history books and watch all of the redigitalized DVD's (movies) of World War II stories but the ""best of the best"" is right here in this wonderful compilation of first hand accounts from reporters who were on the scene and reported back to their readership when the events were actually occurring. It is fascinating to read what was reported at that time in history. This compliation is well worth reading. It also contains a great general biographical summary of all of the reporters who's work appears in the book. These were interesting people in their own right. I will use their biographies as a valuable resource for other additional readings.",book
1563,"If any book deserves more than a five star rating this (as well as its sequel, ""Reporting World War II Part Two: American Journalism 1944-1946"") is it. Attractively bound, compact and very readable, this volume is Part One of a two-volume set which provides an incomparable overview of World War II, as it was experienced by our parents' and grandparents' generation.This is not just another book about The War and the Big Names who create and control Events. It is above all a book about ordinary people and for ordinary people, who find themselves caught up in positions not of their choosing. Some are victims, some are heroes, some just watch and wait, but most are small pieces in a Big Picture they can barely comprehend.Unlike the usual histories of World War II, which have been written long after the fact and with the benefit of hind-sight, this superb collection, arranged in chronological order and using newspapers, magazine articles, radio broadcasts, diaries and photographs from the great journalists of the day, allows us to follow the events - at home and abroad -- as they happened. We all know how events turned out, but this book takes us back to that time, with an immediacy, an uncertainty and an irony, to what it was like to be alive during this immense, all-consuming, mid-20th century, global conflict.Beginning with William Shirer at the Munich Conference of 1938 which handed the Sudetenland over to Hitler, then in Berlin on September 1, 1939 reporting on the German Invasion of Poland, and later, at Compiegne for the surrender of France in 1940, these are some of the high-lights:Sigrid Schultz in Berlin on Kristallnacht, November 9, 1938;A J Leibling in Paris and Virginia Cowles fleeing Paris before the German advance;Edward R Murrow broadcasting daily from London during the Blitz;C L Sulzberger from Athens (also soon to fall) on the German invasion of Yugoslavia, April 1941; andMargaret Bourke-White on the Russian Front in 1941;The New York Herald Tribune prints Roosevelt's war message on December 8, 1941 as ""America declares War"";Husband and wife team -- Melville Jacoby describes the Japanese attack on the Philippines, December 1941, ""War Hits Manila"", and Annalee Jacoby records the heroism of ""Bataan Nurses"" under fire;Raymond Clapper provides a ""Pearl Harbor Post-mortem"";Ernie Pyle is on the spot in London, North Africa, Sicily & the Italian campaign;On Christmas Night 1941 Cecil Brown sends a cable from Singapore on the ""Malay Jungle War"";Jack Belden describes ""Stilwell's Retreat Through Burma"", May 1942;Brendan Gill is on the US Home Front in 1942, ""Rationing"";""A Vast Slaughterhouse"", a report of the extermination of Jews, appears in the New York Times, June 1942 - a harbinger of the horrors to come;E B White follows Dorothy Lamour to Bangor, Maine for a ""Bond Rally"";Roi Ottley, George Schuyler & Deton Brooks report separate incidents of racial discrimination including the murder of black soldiers in the US;John Hersey is at Guadalcanal, October 1942;John Steinbeck joins a troop ship to Salerno, September 1943;Edward Kennedy reports on the infamous ""Patton Slapping Case"", November 1943;Martha Gelhorn visits the RAF Burn Centre, 1943 in ""the Price of Fire"";War correspondent Richard Tregaskis with the troops in Italy reports on himself getting shot; andGertrude Stein writing from Occupied France in 1944 is ""Tired of Winter Tired of War.""This volume concludes in the spring of 1944 as the tide is turning in Allied favour.I highly recommend this book and its sequel. Most of the articles are less than six pages in length, which makes them ideal reading for those time-wasting intervals of life - check-out lines, doctor's offices and waiting for buses. I guarantee the time will whiz right by!",book
1564,"There is little I can add to the fine reviews already posted on this site. Library of America has done a fine job collecting these works, and adding useful sections on maps, notes, author mini bios and an excellent yet brief Chronology of the main events of WWII.Some of these articles verge on literature. Consider the following opening sentences of an article written by Mary Heaton Vorse on munition girl workers (""The girls of Elkton, Maryland"", p. 471):""It was pay day at the munitions plant. There seemed to be a run on the bank at Elkton.""Or, how about Ernye Plye reporting the London bombing of December 29, 1940 (p. 147):""Half an hour after the firing started I gathered a couple of friends and went to a high, darkened balcony that gave us a view of one-third of the entire circle of London. As we stepped out onto the balcony, a vast inner excitement came over all of us --an excitement that had neither fear nor horror in it, because it was too full of awe. You have all seen big fires, but I doubt if you have ever seen the whole horizon of a city lined with great fires...""You can skip articles back and forth if you wish, or read cover to cover, depending on your personal taste. And as another reviewer pointed out, these articles make great reading material for commuting, waiting at the doctor's office, etc. If you have any interest in World War II you will love this book.",book
1565,I am seventy years old and can't see small print. This journal is in 6pt type and too small for me to read also in the ad it did not mention that this is part one of two. It was very slow getting to me and I am disappointed,book
1566,"I am so disappointed with the quality of this book that I am returning it. I actually paid more for this edition because the cover looks so nice that I thought it might even be a modern type-set edition. Instead, it's an extraordinarily bad copy of the original. The illustrations are grayed out, and the bottoms of many pages are simply unreadable -- most of the characters have disappeared from the middle of the bottom two lines. This is not really even a book. It looks like their laser printer ran of toner. Amazon should be ashamed of itself.The ""publisher"" says its reprint is of an older book and may contain errors, etc. I just purchased a Ruskin original printed in 1885 that resided in the Franklin Pierce College Library until 1985. Actually, the printing in those days was quite excellent and very legible. The graphics are crisp and clear, and all the words are there. Sheez -- I had to order a decent book from a London reseller and STILL can't get Amazon to come pick up their door stop. We're thinking of making a web site of the seasons changing while the package rots by our front door.",book
1567,"Another book on the great Nothingness and Oneness/God and Monism-and our realization of this and merging with it. The different methods this book used to capture the essence of Spirit were brilliant. Those would be: Sufism, Dreamwork, and Jungian Psychology. He writes about those archetypal characters that are within your own self, and the dark shadows that you have by which casted a veil between you and the Beloved. That is what is also key to this work, it describes the true Love that is God and that I know is the essence of our full existence and the Ultimate Reality. It is the ocean that is God, and any love that we experience in this life is a glimpse of the ocean of love which is Oneness. And any beauty here on Earth is a reflection of the infinite ocean of beauty that is Oneness. Our goal is to reach that by transforming our inner shadows. Now you might wonder how that archetypal plane is related to reaching Oneness, and that is through the other side of this book: dreamwork. Usually in describing monism and reaching God through the higher levels of reality, dreams are thought of as lower levels than what we experience now. But this author interprets them in light of our Self, which is One with realization of God. I must say that while reading this I felt more deeply suspended into that mystic Oneness.",book
1568,"The author uses many threads (Jung, Blake, Edinger, Jacobi, Mother Teresa, Esther Harding, Rumi, St. John of the Cross, etc.) to weave a simple, refreshing, mystical work. The Sufi exposure is a welcome addition for the Western reader in the journey along the alchemical path. The way of unity for seekers presents a challenge to those consciously pursuing the spiritual life.",book
1569,"Seeking more knowledge of Sufism was my main reason for reading Catching the Thread. The description of Sufism was too scattered over the chapters for me to put the pieces together in a satisfying way. Just one chapter summarizing the basics would have made the difference. The amount of dream material was excessive. Why not just a few extensive case examples. It is impossible for me to judge the quality of the dream interpretation, given the limited information on the dreamers. Most of the applications of Jungian concepts seemed appropriate to me. For those unfamiliar with Jungian psychology, this book serves as a useful introduction.",book
1570,"Every once in a while, a book is published that siginificantly advances knowledge. Thus, it is with great pleasure that I state that Dr. Nemata Amelia Blyden's book is bound to be regarded as one of the greatest books on West Africa produced in this decade. This brilliant, synchronic, historical tour de force teaches us about the trans-oceanic migration of West Indians from the Caribbean to Sierra Leone in the decades after slavery was abolished in the British colonies in 1807. Employing both primary and secondary sources, Dr. Blyden in the eight chapters of this book chronicles how the West Indians who immigrated to Sierra Leone during this period came to occupy numerous positions in the colony and the colonial administration; how they became an important minority, albeit not always well-liked; and the impetus for their power and influence. More tantalizing is how Dr. Blyden skillfully weaves together the economic, political, psychological and social contexts of the time (1808-1880) to tell this fascinating history in an interpretive style. In essence, any student of history and the social sciences should get a copy of this book. It represents effulgent scholarship",book
1571,"This is a wonderful book with bright cute illustrations and a good story. We got one with stickers for Christmas, it was a nice bonus. My son read it 250+ times in the past few years, he is growing up but the book never gets old or boring :o) thank you",book
1572,"If you have never read Mercer Mayer start now, with this one and keep going. He is amazing. Kids and adults alike will love it!!!",book
1573,Mercer mayer knows how to create a great book with wonderful pictures for the children to enjoy as you read.,book
1574,"All 3 of my children, ages 25 to 13 have had the Mercer Mayer books and loved them - I am now buying for my 3 year old grand-daughter, and she too loves these. I think these are a must for every child!",book
1575,"I love these books and I've started one of my nieces on the little critter series which she is loving. Especially when she sees a small mouse of something in the corner of the picture, she thinks it's really cute and funny.",book
1576,"It's a fun, snowy day at Little Critter's place and a day off from school means lots of time for snow fun. Little Critter wants to build a snowman, but finds himself being asked to do just about everything else instead. Little Sister wants to have a snowball fight, his friends want to go skating and sleeding --- will there be any time to build a snowman?This is a great picture book that captures the fun of a snowy day. The illustrations are brightly colored with pleasing color choices such as deep textured blues and pinks. Various animal characters in the scenes such as birds and mice add plenty of visual interest.",book
1577,My 2 1/2 year old loves the Little Critter books! They hold his attention while teaching lessons.,book
1578,"Litter Critter tells about all the things he did on a snow day while trying to find time to make a snowman. Every page is a joy, not just the first time it is read, but multiple times after. There is a spider and mouse on every page that silently tell a story of their own, which adds much to this adventure. We especially enjoyed the spider making snow angels and the spider's relationship with the dog.My kindergartner has been reading for three months, and Mercer Mayer is her favorite author. This book is just another example of the perfect balance between repetition and new word introduction. It teaches like a classroom while feeling like recess.",book
1579,"I love Little Critter books, but this one isn't as good as most. It is cute, and my kids like it fine, but others are better. I think my favorite are the ones titled &#34;Just Me and....&#34;",book
1580,This book was great. My three year old loves Little Critter books so much and this one was perfect for our winter season. Great price too.,book
1581,"The Mayer book series is a great series for children, my son is going on 4 and just loves to read them with me! They have combined a great story with a lesson...for this book he eventually gets to build his snowman - patience & choices.... My son has almost all the books and I highly recommend them!",book
1582,Really a cute story. I absolutely love all the Little Critter books. You can't go wrong with any of them.,book
1583,My Granddaughter just loves these stories. They are just long enough that he doesn't loose her attention. Would recommend them to everyone!,book
1584,How perfect for the kids in Colorado! Every generation in our family grew up with these books and adore them. Glad we found them in the early 1970's!,book
1585,"This series is great! My daughter and we love it, so we keep getting new ones... This book seems to be newer, printer on thick, glossy paper. It does make the book more durable but it just does not feel the same, it lost it's authenticity.",book
1586,"&quot;A luminously dark tale of and for our times&quot;--Jose Arguelles; a novel set in the mid 20th century in the Great Smoky Mountains of Southern Appalachia, with a brief throwback to the legend of an 1830 murder incident, many modern incidents and fleshed-out characters. A very interesting book; at one point the scope reminded me of les Miserables. I found it more gripping than even Cold Mountain.",book
1587,My children love this story! On Halloween night the story follows a a human family and a monster family who live next door to each other. The thought of monsters living next door to us starts the giggles rolling!,book
1588,"This is a fantastic work, sweeping the cultural heritage of British Wicca into an encyclopedic volume. Every paragraph brims with valuable references and insights.The book spans several hundred years of the literary and artistic traditions that made possible the formation of our modern faith.Ronald Hutton combines excellent scholarship with a truly sympathetic attitude toward modern earth religions. He rightly challenges the pagan community to grow away from dependence on pseudohistory. It's time we learned to be proud of our true roots, and turn this pride into a new movement of rich cultural development.",book
1589,"Anyone who's done even a small amount of research on Paganism, Wicca, or Witchcraft knows that Gerald Gardner took a very small amount of information and built on it to develope a brand new religion. Ronald Hutton shows where nearly every tiny detail of Gardner's information originated. From theories, ideals, principles, and facts he shows how Modern Witchcraft/Wicca came to be.He is a scholar and historian, rather than a Wiccan trying to prove the ""authentic ancient heritage"" of Wicca. He not only proves that Modern Witchcraft/Wicca is not ancient, he also proves that this lack of antiquity is completely irrelevent to the viability of Gardner's new religion.Anyone interested in Modern Witchcraft/Wicca or any form of neo-Paganism should read this book. He provides a list of sources and resources that an average person could barely make it through in a lifetime. Nearly anything you've ever seen in print regarding Modern Witchcraft/Wicca can be proven or disproven through the sources and resources he sites. Truly an amazing resource for any serious Witch/Wiccan or Pagan.",book
1590,"FINALLY!! A REAL historian who writes from a position of sympathy towards modern witches and pagans while unceremoniously debunking most all of the pet fantasies held by many feminist oriented authors today. Of course, I don't agree with ALL of what he says here, but boy did he ever open a can of worms and make me think! I am so glad this book is out there and hope that it finds its way into the syllabus of some of the Christian colleges. I know....but we can hope, right?",book
1591,"Answer: What would you like it to be changed into?This is a sympathetic book towards neo-pagans. Ironically, because Hutton does not buy the party line of a pre-historic, nature religion whose tecahings have survived in an unbroken line through family clans, it's not popular with advocates of the matriarchal apostolic succession. In other words, pop Wicca 101 writers hate his guts.A Wicca, in case you haven't got a copy of the Oxford English Dictionary handy is a 'male witch' ( as contrasted with Wicce, a female )However if you've changed your name to Snowflake, Blackjack-for-my-Tribe, or some other Native American or Celtic ..., it's re-defined as someone who practises the 'Craft of the Wise', and to Hades with linguistic analysis. Who do these scholars think they are, anyway?Native American names are popular, since they had a splendid history of women's rights. Celtic ones are also cool, since the Druids were an all male priesthood who, like the Aztecs, practised human sacrifice , but c'mon, those redheaded Irish babes were hot!All Praise to Brigid!Wiccans or Witches are NOT--as they never tire of pointing out to the public--Satanists.Which of course makes absolutely no difference to the majority of Jews, Christians or Muslims, let alone fundamentalist ones; but I imagine it must be a source of great relief to Satanists, who consider Wiccans fluffy, neo-pagans, with atrocious taste in poetry. Hate to to say it, but they've got a point.""The Charge of the Goddess"", for example, is a watered down ... of Crowley's Egyptian hymn to Nuit. Hutton suggests Wiccans would be better of with the lunar poetry of Shelley, Keats, Graves and other romantics.I hope I'm not making it sound like Hutton is ridiculing anyone;s religion. He's not. He's an old school Brit and goes out of his way to be cordial. It's just that the man IS a historian, so faced with some of the more bizarre claims of 'Traditional Wiccans' his polite response may sound to some hard core believers as if he's punching out the Tooth Fairy in front of a kindergarten class.For example, take the question of how a pagan polytheistic religion, whether invented or re-discovered in England by the likes of Gardner, Sanders, Dion Fortune and company--who were politically somehere to the monarchical right of Attila The Hun, cross over to the USA and become an evangelical, feminist, ecolological and de facto monotheistic (THE Goddess )religion?It's a fascinating historical tour de force by Hutton, a mystery story that weaves the threads of archeology from Sir Arthur Evans in Crete to Mariaja Gimbutas in Anatolia; combining the longings of 19th century Romantic writers--Charlotte Bronte included--to the celebration of Yule and other worldwide nature rites, to the ""Burning Times""--a wildly revitionist view of the witch trials in medeival Europe--courtesy of Gardner, to the ancient worship of goddesses from Egpypt to Europe who were far more likely to be associated with motherhood, or war, than with rollicking about in the forest, invoking the moon.Perhaps the best defense for a belief in a worlwide Lady and Lord of the Woods pre-historical religion ( where did I put my VHS of 'The Wicker Man'?) comes from the craving of the soul. In a short story by Lovecraft, whose name I can't remember, a man brings an ancient vase to an archeologist who informs him that it's a fraud---no more than a hundred years old. The man counters by telling him that it's even more recent--he painted it himself last night, but the image came to him in a dream, and dreams are older than mankind. Hutton borders on the same point.As Robert Graves observed, though nominally The West is Christian, in actuality, most of us live as if we were ruled by what he called the 'unholy trimverate' of Pluto, god of wealth, Apollo, god of science and Mercury, god of thieves.May The Goddess protect you from having to sell used cars for a living. . .",book
1592,....if you are truely interested in witchcraft. It tears apart the myths of wicca. This book is not for those who want to bask in a romantic vision of coven witchcraft nor for those who would have it that solitairy witches are the true inheritors of age old pagan practices.What it does leave intact is a history about humans who tried to break free from religious and social doctrine. Humans that created an inspired practice of modern pagan philosophy and practice. It is also a study into the dynamics of religious emancipation with all it's - apparently unavoidable - hiccups.I loved this book. It's managed to combine a critical look at the faulty wiccan construction of it's own history with a respectful and sympathetic handling of wiccan spirituality.,book
1593,"The print in the paperback edition is agonizingly small. Try and find a hardcover copy if you like your eyesight. Maybe it's just me, but I've read a lot of books, and for this one I literally had to refocus my eyes to pick it up and put it down.",book
